id,tweet_text,gold,time_will_tell,distrust_experts,too_fast_early_dev,natural_traditional_is_better,liberty_freedom,hidden_motives,scapegoat,defend_the_weak,wicked_fairness,none,source
3232,A total failure by the Home Office. The Tories have failed on immigration year after year. How much longer will we allow it to go on?,conclusion,0,1,0,0,0,0,0,0,0,0,immigration
3234,Labour's 2017 manifesto said Freedom of Movement will end when we leave the European Union. They have lied to you on Brexit and now they have lied to you on immigration too.,conclusion,0,1,0,0,0,0,0,0,0,0,immigration
3237,Our immigration system is not fit for purpose.We have the remarkable situation where a British citizen has less rights to bring their spouse to the UK than an EU citizen.How is it fair that a Brit is treated as a second-class citizen in their own country? Watch and RT - ,premise,0,0,0,0,0,0,0,0,1,0,immigration
3239,"Memo: the ""far right"" @brexitparty_uk has candidates from the Left, centre, right... Muslims, Indians, immigrants, Jews, gays, blacks... do we need to go on? Stop with this identity politics rubbish and focus on the fact betraying Brexit has made us all come together ‚Ñ",premise,0,1,0,0,0,0,0,0,0,0,immigration
3242,84% - No16% - Yes House of Commons Library says 66% of asylum-seekers in 2016 were bogus.† Why do Labour and Plaid want to flood Wales with economic migrants to depress working-class wages?,none,0,0,0,0,0,1,0,0,0,0,immigration
3245,"Never forget: Attacks on the working class come from those who travel by private jet, not migrant dinghy.\- Zarah Sultana",none,0,0,0,0,0,0,1,0,0,0,immigration
3246,USA AND MEXICO ARE DEPORTING THOUSANDS OFUNACCOMPANIED MIGRANT CHILDREN INTO HARM'S WAYChildren are being forcibly returned without adequate screenings or protection from the harm they may faceupon return.,none,0,0,0,0,0,0,0,1,0,0,immigration
3251,"LET THAT SINK IN Democrats voted to fine Americans for not buying health insurance, but want to give it to illegal immigrants for free.",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
3256,TRUMP: ‘OUR COUNTRY HAS TURNED INTO A MIGRANT CAMP' 'THIS IS AN INVASION',conclusion,0,0,0,0,1,0,0,0,0,0,immigration
3257,WE WILL USE TAXPAYER MONEY TO SEND ILLEGAL IMMIGRANTS TO COLLEGE FOR FREEPHIL MURPHY NEW JERSEY GOVERNORMY WIFE AND I BOTH WORK FULL TIME AND STILL CANNOT AFFORD TO SEND OUR OWN KIDS TO COLLEGE......WHAT'S WRONG WITH THIS PICTURE??#WALKAWAY,conclusion,0,0,0,0,0,0,1,0,1,0,immigration
3259,"Mrs. Pelosi, this is our son, Pierce Corcoran. He is dead. His death is real, it's not fabricated. He died at the hands of an illegal immigrant...",conclusion,0,0,0,0,0,0,1,0,0,0,immigration
3260,When will our WEAK politicians get tough and stop the illegal immigration invasion? #ImmigrationReferendum,none,0,1,0,0,0,0,0,0,0,0,immigration
3261,In 2019 Boris Johnson and Priti Patel promised to fix this problem yet it’s only got worse. NEVER TRUST A TORY! #VoteUKIP,conclusion,0,1,0,0,0,0,0,0,0,0,immigration
3267,"Before we ask what is fair to illegal immigrants, wemust ask what is fair to American families, students,99 taxpayers, job seekers.\President Trump",conclusion,0,0,0,0,1,0,0,0,1,0,immigration
3269,"OBAMA ADMIN GIVES OBAMACARE BENEFITS TO ILLEGAL IMMIGRANTS,FAILS TO PROVIDE VETS NECESSARY CARELIKE IF YOU THINK THIS IS WRONG!",none,0,0,0,0,0,0,0,0,1,0,immigration
3270,"THOSE WHO ENTER THE COUNTRY ILLEGALLY, AND THOSE WHO EMPLOY THEM DISRESPECT THE RULE OF LAW. THEY ARE SHOWING DISREGARD FOR THOSE WHO ARE FOLLOWING THE LAW.WE CANNOT ALLOW PEOPLE TO POUR INTO THE U.S. UNDETECTED, UNDOCUMENTED,UNCHECKED, AND CIRCUMVENTING THE LINE OF PEOPLE WHO ARE WAITING TO LAWFULLY BECOME IMMIGRANTSTHINK TRUMP SAID THAT?NOPE!THAT WAS BARACK OBAMA IN 2005",conclusion,0,0,0,0,1,0,0,0,0,0,immigration
3271,IF OBAMA HAD:- Paid off a porn star- Cheated on 3 wives- Had kids by 3 women- Married an immigrant- Had a host of campaign staffers plead guilty to federal crimes- Spent 1/3 of his time in office at resorts REPUBLICANS WOULD HAVE TURNED THE WORLD UPSIDE DOWN,conclusion,0,0,0,0,0,0,0,0,1,0,immigration
3272,"Whilst I have a lot of sympathy for Abolish, unfortunately they only have 1 policy. We have no idea where they stand on the big issues of the day (do they support BLM? Mass immigration? Wales being turned into a giant wind farm?). How will they vote if they are elected?",none,0,0,0,0,0,1,0,0,0,0,immigration
3276,ONE OF THESE PRESIDENTS GAVE AMNESTY TO ILLEGAL IMMIGRANTS THE OTHER IS PRESIDENT OBAMA,none,0,0,0,0,0,0,0,0,1,0,immigration
3278,"A very sad situation - especially for the children, however these are economic migrants who are destined to travel illegally into the UK. Europe needs to do more and so should we by turning them around in the #CHANEL #UKIP #ImmigrationReferendum",none,0,0,0,0,0,0,0,1,0,0,immigration
3280,I WISH LEFTISTS CARED AS MUCH ABOUT HOMELESS VETERANSAS THEY DO ABOUT ILLEGAL IMMIGRANTS,conclusion,0,0,0,0,0,0,0,1,1,0,immigration
3281,"If the Radical Left Democrats all of a sudden don't wantthe Illegal Migrants in their Sanctuary Cities (no more open arms), why should others be expected to take them into their communities? Go home and come into our Country legally and through a system of Merit!@realDonald Trump",none,0,0,0,0,0,0,0,0,1,0,immigration
3283,"What's your problem with people immigrating to America? It's not like there is a history of immigrantsflooding in, murdering thousands and then stealing all their land.Oh wait...",conclusion,0,0,0,0,1,0,1,0,0,0,immigration
3287,"""BREAKING NEWS From Assembly Democrats:LEGALIZED Free College For Undocumented Immigrants REJECTED Free SUNY Tuition For Children Of Military Personnel Killed In Action",none,0,0,0,0,0,0,0,1,1,0,immigration
3289,"Migrants are being ferried around the country in taxis costing the taxpayer millions of pounds. How can the Government justify this expense with over 6,000 homeless veterans?",premise,0,0,0,0,0,0,0,1,1,0,immigration
3291,RIDDLE ME THIS!HOW DO IMMIGRANTS STRENGTHEN OUR COUNTRYBUT NOT THEIR OWN ?!?,none,0,0,0,0,0,1,0,0,0,0,immigration
3294,We can't find homes for the 6000+ homeless veterans yet we can find them for thousands of illegal immigrants crossing the channel and for the 'isis bride' who said the Manchester bombing kids were 'just victims of war'! Our government should be ashamed of themselves.,premise,0,0,0,0,0,0,0,0,1,0,immigration
3295,These hotel rooms will be paid for by the Taxpayers.,none,0,0,0,0,0,0,0,0,1,0,immigration
3298,I sure hope everyone is paying attention.There is no good explanation for this!Judiciary Committee just offered an amendment that requires ICE be notified when an illegal immigrant tries to purchase a firearm Dems voted NO So the Dems just admitted they have no problem with people having guns. As long as they are not American citizens that are working class,none,0,0,0,0,0,0,0,0,1,0,immigration
3301,"Didn't believe that Jews and other groups were \real\ Germans. Initially proposed mass deportations of thosedeemed undesirable.Searched synagogues, businesses and birth records for possible deportees. Mass deportations found to be umpractical- death camps used as an alternative.Doesn't believe that 14th Amendment citizens are \real\ Americans. Proposes mass deportations Proposes tracking down illegal immigrants throughemployers. When Trump realizes that mass deportations are impossible, what will his solution be?",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
